IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14
687,1854,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
688,1854,GSI004,25,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
694,2703,GSI004,77,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
695,2621,GSI004,79,Aprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
696,2703,GSI004,23,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
697,2723,GSI004,69,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
698,2723,GSI004,63,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
700,2642,GSI004,84,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
701,2486,GSI004,1,Reprovado,1,1,1,0,2,1,1,1,1,1,2,2,1,2
702,2688,GSI004,92,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
703,2486,GSI004,0,Reprovado,0,1,0,0,2,0,1,1,0,1,2,2,0,2
705,2411,GSI004,0,Reprovado,1,0,0,0,0,2,2,2,0,0,2,2,0,0
706,2599,GSI004,10,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
709,2599,GSI004,83,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
710,2411,GSI004,94,Aprovado,1,0,1,1,0,2,2,2,1,1,2,2,1,1
711,2490,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
717,2292,GSI004,22,Reprovado,0,0,0,1,1,2,2,2,1,2,2,2,1,0
719,1921,GSI004,75,Aprovado,0,1,1,2,1,1,2,2,1,2,2,2,1,2
722,2330,GSI004,86,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,1
723,2333,GSI004,79,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,0
725,2167,GSI004,97,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
728,2259,GSI004,77,Aprovado,1,1,0,1,1,2,2,2,1,1,2,2,1,2
730,2193,GSI004,88,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
733,2193,GSI004,72,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
735,2092,GSI004,92,Aprovado,1,1,0,1,1,1,2,2,1,2,2,2,1,1
737,2153,GSI004,77,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
739,1960,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
742,2092,GSI004,82,Aprovado,1,0,0,1,1,1,2,2,1,2,2,2,1,1
743,2006,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
748,1921,GSI004,53,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
749,1910,GSI004,74,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
750,1906,GSI004,0,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
751,1898,GSI004,0,Reprovado,0,0,0,2,0,0,2,0,0,2,2,2,0,2
752,1901,GSI004,6,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
757,1854,GSI004,71,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
758,1854,GSI004,74,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
762,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
768,2599,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
769,2486,GSI004,0,Reprovado,0,1,0,1,2,0,1,1,0,1,2,2,0,2
771,2330,GSI004,67,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,1
773,1960,GSI004,14,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
775,1995,GSI004,3,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,0
776,1901,GSI004,20,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
777,1910,GSI004,82,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
782,2188,GSI004,100,Aprovado,1,1,0,1,0,2,2,2,1,2,2,2,1,1
785,1639,GSI004,65,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
786,2006,GSI004,67,Aprovado,1,0,1,1,1,1,2,2,1,2,2,2,1,1
787,1906,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
793,1967,GSI004,79,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
797,2058,GSI004,0,Reprovado,1,0,1,1,2,0,2,2,0,2,2,2,0,0
798,1854,GSI004,9,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
799,2096,GSI004,21,Reprovado,1,0,1,1,1,0,2,2,1,2,2,2,1,1
801,2058,GSI004,66,Aprovado,1,0,1,1,2,1,2,2,1,2,2,2,1,1
803,2642,GSI004,82,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
813,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
816,1921,GSI004,70,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
820,2167,GSI004,100,Aprovado,0,1,1,1,1,2,2,2,1,2,2,2,1,1
827,1901,GSI004,62,Aprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
830,1901,GSI004,7,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
831,2330,GSI004,80,Aprovado,1,1,2,1,1,2,1,2,1,0,2,2,1,1
834,2642,GSI004,0,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
837,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
843,2380,GSI004,93,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,1
846,2188,GSI004,74,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
847,2703,GSI004,63,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
848,2167,GSI004,71,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
855,1901,GSI004,84,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
856,2409,GSI004,6,Reprovado,1,1,1,0,0,2,2,2,1,0,2,2,1,0
859,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
860,2380,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,0,1,2,2,0,0
861,2642,GSI004,94,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
866,2723,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
867,2380,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,1
868,2599,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
879,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
883,1906,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
885,2333,GSI004,60,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,1
889,2096,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
891,2051,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
892,1901,GSI004,85,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
895,1854,GSI004,79,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
899,2703,GSI004,62,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
905,2660,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
906,2660,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
907,2642,GSI004,0,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
911,2592,GSI004,74,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
915,1906,GSI004,46,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
938,2167,GSI004,15,Reprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
939,2333,GSI004,57,Reprovado,1,0,2,0,0,2,1,2,1,1,2,2,1,0
941,2506,GSI004,0,Reprovado,1,1,0,1,2,0,1,1,0,1,2,2,1,2
961,2409,GSI004,75,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,1
986,2292,GSI004,60,Aprovado,1,0,1,0,1,2,2,2,1,2,2,2,1,0
991,2153,GSI004,66,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1002,2193,GSI004,0,Reprovado,1,1,0,0,0,1,2,2,1,2,2,2,1,0
1011,2167,GSI004,95,Aprovado,0,1,1,1,1,2,2,2,1,2,2,2,1,1
1048,2058,GSI004,76,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
1055,2027,GSI004,0,Reprovado,1,1,1,1,1,1,2,2,0,2,2,2,1,0
1077,1906,GSI004,40,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1079,1955,GSI004,65,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1081,1906,GSI004,61,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1085,1906,GSI004,1,Reprovado,1,0,1,2,1,1,2,2,0,2,2,2,0,2
1113,1898,GSI004,49,Reprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
1115,2703,GSI004,92,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1117,2364,GSI004,0,Reprovado,1,0,0,0,0,2,2,2,0,0,2,2,0,0
1118,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1119,2411,GSI004,15,Reprovado,1,1,1,1,0,2,2,2,0,0,2,2,0,0
1120,2292,GSI004,83,Aprovado,0,0,1,1,1,2,2,2,1,2,2,2,1,1
1124,2096,GSI004,56,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1125,2051,GSI004,93,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1130,1901,GSI004,91,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1138,2333,GSI004,1,Reprovado,0,0,2,0,0,2,0,2,0,0,2,2,0,0
1143,2283,GSI004,65,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1144,2283,GSI004,62,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1146,1906,GSI004,45,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1150,2599,GSI004,75,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1151,2330,GSI004,22,Reprovado,1,1,2,1,1,2,1,2,1,0,2,2,1,1
1155,2193,GSI004,89,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1160,2292,GSI004,0,Reprovado,0,0,0,0,0,2,2,2,0,2,2,2,0,0
1163,2723,GSI004,70,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1166,2592,GSI004,73,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1167,2621,GSI004,34,Reprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
1168,2167,GSI004,90,Aprovado,0,1,1,1,1,2,2,2,1,2,2,2,1,1
1178,2096,GSI004,90,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1179,2006,GSI004,60,Aprovado,1,1,1,1,1,0,2,2,1,2,2,2,1,1
1185,1898,GSI004,4,Reprovado,1,0,0,2,1,0,2,0,0,2,2,2,0,2
1189,1898,GSI004,68,Aprovado,1,0,1,2,0,1,2,1,1,2,2,2,1,2
1190,1854,GSI004,77,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1193,2660,GSI004,0,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1194,1639,GSI004,15,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1195,1854,GSI004,68,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1196,1901,GSI004,14,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1203,1854,GSI004,50,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1205,1854,GSI004,25,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1209,2592,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1210,2642,GSI004,91,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1211,2621,GSI004,0,Reprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
1216,2364,GSI004,63,Aprovado,0,1,0,1,0,2,2,2,1,1,2,2,1,1
1217,2092,GSI004,27,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1219,2333,GSI004,91,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,1
1221,2092,GSI004,0,Reprovado,1,0,0,0,0,1,2,2,1,2,2,2,1,1
1223,2174,GSI004,9,Reprovado,1,0,0,1,1,0,2,2,1,2,2,2,0,1
1224,1967,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,0,2,2,2,1,1
1225,1639,GSI004,80,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1227,2092,GSI004,62,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1229,2096,GSI004,81,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1230,1995,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1236,1898,GSI004,18,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,0,2
1238,1967,GSI004,46,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1239,1921,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1241,1901,GSI004,10,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1242,1901,GSI004,21,Reprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
1251,2660,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1252,2660,GSI004,15,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1254,2380,GSI004,0,Reprovado,0,1,1,1,0,2,2,2,0,1,2,2,0,0
1255,2703,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1259,2562,GSI004,0,Reprovado,1,0,0,0,2,0,1,1,1,1,2,2,0,2
1260,2092,GSI004,89,Aprovado,1,1,1,0,0,1,2,2,1,2,2,2,1,1
1262,2599,GSI004,71,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1275,2193,GSI004,98,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1282,2051,GSI004,84,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1284,2061,GSI004,71,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
1285,2061,GSI004,66,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
1288,1639,GSI004,8,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1293,1910,GSI004,61,Aprovado,0,1,1,2,0,1,2,2,1,2,2,2,1,2
1294,1921,GSI004,67,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1295,1921,GSI004,11,Reprovado,1,1,1,2,0,1,2,2,1,2,2,2,1,2
1297,1901,GSI004,73,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1303,2193,GSI004,100,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1305,2058,GSI004,9,Reprovado,1,0,1,1,2,0,2,2,0,2,2,2,0,0
1311,2283,GSI004,79,Aprovado,1,0,0,1,1,2,2,2,0,0,2,2,1,2
1317,1854,GSI004,82,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1319,2599,GSI004,79,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1321,2283,GSI004,100,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1322,1921,GSI004,79,Aprovado,1,1,1,2,0,1,2,2,1,2,2,2,1,2
1323,1960,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1325,2174,GSI004,77,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1326,1960,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1329,2642,GSI004,87,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1330,1955,GSI004,68,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1331,2411,GSI004,100,Aprovado,1,1,1,0,1,2,2,2,1,1,2,2,1,1
1332,2490,GSI004,25,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1333,1921,GSI004,70,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1334,2174,GSI004,0,Reprovado,1,0,0,0,0,0,2,2,0,2,2,2,0,1
1336,2153,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1338,2006,GSI004,60,Aprovado,1,1,1,1,1,0,2,2,1,2,2,2,1,1
1341,2703,GSI004,73,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1342,2703,GSI004,70,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1343,2592,GSI004,80,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1344,2621,GSI004,81,Aprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
1345,2558,GSI004,65,Aprovado,1,1,1,1,2,1,0,1,1,1,1,1,1,2
1347,2490,GSI004,38,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1352,2660,GSI004,7,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1354,2621,GSI004,75,Aprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
1356,2494,GSI004,75,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1357,2330,GSI004,64,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,1
1358,2330,GSI004,56,Reprovado,1,1,2,1,1,2,1,2,1,0,2,2,1,1
1365,1854,GSI004,81,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1368,2723,GSI004,65,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1370,2642,GSI004,63,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1371,2330,GSI004,100,Aprovado,1,1,2,1,1,2,1,2,1,1,2,2,1,1
1377,1639,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1378,2058,GSI004,94,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
1379,2096,GSI004,4,Reprovado,1,0,1,0,0,0,2,2,0,2,2,2,0,1
1391,1967,GSI004,60,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1396,1898,GSI004,66,Aprovado,1,0,1,2,1,0,2,1,1,2,2,2,1,2
1398,1854,GSI004,0,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1403,2562,GSI004,0,Reprovado,1,0,0,0,2,0,1,1,1,1,2,2,1,2
1406,2167,GSI004,60,Aprovado,0,1,1,1,1,2,2,2,1,2,2,2,1,1
1408,1967,GSI004,84,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1409,2027,GSI004,46,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1416,2411,GSI004,66,Aprovado,0,1,1,1,0,2,2,2,0,1,2,2,1,0
1417,2494,GSI004,35,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1420,2051,GSI004,70,Aprovado,1,0,1,1,1,1,2,2,1,2,2,2,1,1
1421,2061,GSI004,100,Aprovado,1,1,1,1,2,1,2,2,1,2,2,2,1,1
1426,2411,GSI004,28,Reprovado,0,0,0,0,0,2,2,2,0,0,2,2,0,0
1429,2380,GSI004,73,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,1
1431,2051,GSI004,75,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1432,1967,GSI004,91,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1433,1995,GSI004,2,Reprovado,1,1,1,1,1,1,2,2,0,2,2,2,1,0
1435,2409,GSI004,8,Reprovado,1,0,0,1,1,2,2,2,1,1,2,2,1,0
1437,2283,GSI004,96,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1443,2703,GSI004,62,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1444,2558,GSI004,90,Aprovado,1,1,1,1,2,1,1,1,1,1,1,1,0,2
1451,1906,GSI004,48,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1452,1910,GSI004,51,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1455,2409,GSI004,15,Reprovado,1,0,0,1,1,2,2,2,1,0,2,2,1,0
1456,1995,GSI004,84,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1459,2006,GSI004,60,Aprovado,1,1,1,1,1,0,2,2,1,2,2,2,1,1
1463,2027,GSI004,77,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1467,2096,GSI004,70,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1468,2621,GSI004,42,Reprovado,1,1,1,2,1,2,2,2,1,2,2,2,2,2
1469,2364,GSI004,30,Reprovado,0,1,0,1,1,2,2,2,1,1,2,2,1,0
1470,1967,GSI004,60,Aprovado,1,1,0,1,1,1,2,2,1,2,2,2,1,1
1471,2051,GSI004,65,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1472,2259,GSI004,60,Aprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,2
1475,2193,GSI004,100,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1477,2006,GSI004,37,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1478,1910,GSI004,74,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1487,2599,GSI004,88,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1488,2506,GSI004,3,Reprovado,1,1,1,1,2,1,1,1,1,1,2,2,1,2
1489,2364,GSI004,27,Reprovado,0,1,0,1,1,2,2,2,1,1,2,2,1,0
1490,2167,GSI004,0,Reprovado,0,1,1,0,0,2,2,2,0,2,2,2,1,1
1494,1898,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1495,1898,GSI004,61,Aprovado,1,0,1,2,1,1,2,1,1,2,2,2,1,2
1496,1921,GSI004,79,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1497,2723,GSI004,60,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1500,1906,GSI004,71,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1501,1910,GSI004,45,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,0,2
1507,2188,GSI004,100,Aprovado,1,1,1,1,1,2,2,2,1,2,2,2,1,1
1508,2051,GSI004,68,Aprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1509,2096,GSI004,0,Reprovado,1,0,0,0,0,0,2,2,0,2,2,2,0,1
1514,1910,GSI004,38,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,1,2
1516,1854,GSI004,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1521,2592,GSI004,0,Reprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1524,2486,GSI004,0,Reprovado,1,1,0,0,2,0,1,1,0,1,2,2,0,2
1525,2486,GSI004,60,Aprovado,1,1,1,0,2,1,1,1,1,1,2,2,1,2
1526,2599,GSI004,73,Aprovado,1,1,1,2,1,1,2,2,1,2,2,2,2,2
1528,2490,GSI004,62,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,1,2
1530,2411,GSI004,31,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,1
1532,2411,GSI004,0,Reprovado,0,0,0,0,0,2,2,2,0,0,2,2,0,0
1534,2380,GSI004,0,Reprovado,1,1,1,1,1,2,2,2,1,1,2,2,1,1
1535,2058,GSI004,11,Reprovado,1,0,1,1,2,0,2,2,0,2,2,2,0,0
1537,2283,GSI004,6,Reprovado,1,0,0,0,0,2,2,2,0,0,2,2,0,2
1538,2096,GSI004,8,Reprovado,1,0,1,0,0,1,2,2,1,2,2,2,0,1
1540,2051,GSI004,52,Reprovado,1,0,1,1,1,1,2,2,1,2,2,2,1,1
1543,1960,GSI004,13,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
1544,1967,GSI004,52,Reprovado,1,1,1,1,1,1,2,2,1,2,2,2,1,1
