IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
577,2367,GSI005,35,Reprovado,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,0
578,2375,GSI005,0,Reprovado,0,0,2,0,0,0,2,0,2,2,0,0,2,0,2,0,2,0,0,0
580,2260,GSI005,20,Reprovado,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1
581,2326,GSI005,23,Reprovado,1,1,2,2,0,2,2,1,0,2,2,2,1,1,1,1,2,1,1,1
584,2738,GSI005,84,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
585,1582,GSI005,60,Aprovado,1,1,0,1,0,2,0,0,1,2,2,0,1,1,2,2,2,1,1,2
591,1641,GSI005,11,Reprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2
592,1892,GSI005,87,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
596,1899,GSI005,65,Aprovado,1,1,1,2,1,1,2,0,1,2,2,2,2,1,2,0,2,1,1,1
599,2724,GSI005,66,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
600,2658,GSI005,27,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
604,2332,GSI005,0,Reprovado,0,0,2,1,1,1,2,1,2,1,2,2,2,1,0,1,1,0,1,1
611,1981,GSI005,19,Reprovado,1,1,1,1,1,2,1,2,0,2,2,2,1,0,0,0,2,1,1,1
612,2059,GSI005,74,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
616,1899,GSI005,0,Reprovado,1,1,0,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1
617,1911,GSI005,76,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1
619,1899,GSI005,0,Reprovado,1,1,0,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1
621,2658,GSI005,100,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
623,1911,GSI005,71,Aprovado,1,1,1,1,1,0,2,2,2,1,2,2,1,1,0,1,2,1,1,1
626,2093,GSI005,2,Reprovado,1,2,1,0,2,2,2,1,1,2,2,2,0,0,0,2,2,1,0,1
627,2024,GSI005,0,Reprovado,0,1,0,0,2,2,2,0,1,2,2,2,1,1,1,2,2,1,1,1
628,1996,GSI005,84,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
630,2024,GSI005,67,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
633,2367,GSI005,60,Aprovado,1,1,2,2,1,2,2,1,0,1,2,2,1,1,1,1,2,1,1,1
634,2590,GSI005,33,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
639,1911,GSI005,70,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1
640,1911,GSI005,77,Aprovado,1,1,1,1,1,1,2,2,2,0,2,2,1,1,1,1,2,1,1,1
643,2738,GSI005,100,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
650,1892,GSI005,0,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
652,2507,GSI005,75,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
653,1899,GSI005,89,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1
655,2367,GSI005,0,Reprovado,0,0,2,2,1,2,2,0,0,0,2,2,0,0,0,0,2,0,0,0
657,2738,GSI005,60,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
658,2507,GSI005,45,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
659,2260,GSI005,66,Aprovado,1,1,0,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1
660,1963,GSI005,13,Reprovado,1,1,1,0,1,2,1,0,2,0,2,2,0,0,2,2,2,0,1,2
662,2189,GSI005,0,Reprovado,1,1,1,0,2,2,2,1,0,2,2,2,0,0,0,2,2,0,0,1
668,1949,GSI005,23,Reprovado,0,0,0,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1
669,2326,GSI005,7,Reprovado,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1
675,1949,GSI005,81,Aprovado,1,1,1,1,2,2,2,1,1,1,2,0,1,1,0,1,2,1,1,1
676,2724,GSI005,90,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
677,1899,GSI005,13,Reprovado,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1
686,2658,GSI005,63,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
687,2738,GSI005,81,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
688,2724,GSI005,73,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
694,1892,GSI005,97,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
695,1892,GSI005,13,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
696,1892,GSI005,46,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
697,2724,GSI005,60,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
698,2724,GSI005,65,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
700,2622,GSI005,87,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
701,2507,GSI005,28,Reprovado,1,1,1,1,0,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
702,2658,GSI005,83,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
703,2600,GSI005,62,Aprovado,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1
705,2507,GSI005,42,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
706,2590,GSI005,22,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
709,2590,GSI005,60,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
710,2410,GSI005,69,Aprovado,1,1,2,2,0,2,2,1,1,2,2,2,1,1,1,0,2,1,1,1
711,2485,GSI005,60,Aprovado,1,0,2,2,0,2,2,1,0,2,2,2,1,1,0,1,2,1,1,1
717,2375,GSI005,61,Aprovado,1,1,2,1,1,0,2,0,2,2,1,0,2,1,2,0,2,1,1,1
719,2375,GSI005,100,Aprovado,1,1,2,1,1,1,2,0,2,2,1,1,2,0,2,0,2,1,1,1
722,2326,GSI005,44,Reprovado,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1
723,2326,GSI005,55,Reprovado,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1
725,2332,GSI005,62,Aprovado,0,0,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,0,1,1
728,2154,GSI005,66,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
730,2189,GSI005,74,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
733,2189,GSI005,61,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
735,2093,GSI005,83,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
737,2154,GSI005,60,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
739,1961,GSI005,61,Aprovado,1,1,0,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1
742,2093,GSI005,67,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
743,1996,GSI005,60,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
748,1911,GSI005,25,Reprovado,0,1,1,1,1,1,2,2,2,1,2,2,0,0,1,1,2,1,1,1
749,1911,GSI005,73,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,0,1,1,1,2,1,1,1
750,1949,GSI005,0,Reprovado,1,0,0,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1
751,1899,GSI005,0,Reprovado,0,0,0,2,0,0,2,0,0,2,2,2,2,0,2,0,2,1,0,1
752,1899,GSI005,7,Reprovado,1,1,1,2,1,1,2,1,0,2,2,2,2,1,2,1,2,1,1,1
757,2738,GSI005,85,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
758,2738,GSI005,86,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
762,1892,GSI005,88,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
768,2590,GSI005,60,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
769,2590,GSI005,0,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
771,2326,GSI005,64,Aprovado,1,1,2,2,1,2,2,1,1,2,2,2,0,1,1,1,2,1,1,1
773,1961,GSI005,14,Reprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1
775,1963,GSI005,13,Reprovado,1,1,0,0,0,2,1,0,2,0,2,2,0,0,2,2,2,0,0,2
777,1911,GSI005,62,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1
783,2260,GSI005,62,Aprovado,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1
786,1582,GSI005,0,Reprovado,0,1,0,0,0,2,0,0,0,2,2,0,0,0,2,2,2,0,0,2
787,1582,GSI005,0,Reprovado,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,2,2,0,0,2
793,1961,GSI005,70,Aprovado,0,1,0,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1
797,2059,GSI005,0,Reprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
798,2724,GSI005,69,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
799,2059,GSI005,0,Reprovado,0,2,0,0,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
801,2326,GSI005,35,Reprovado,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1
803,2622,GSI005,53,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
804,2375,GSI005,15,Reprovado,1,1,2,1,0,1,2,1,2,2,1,0,2,0,2,0,2,0,0,1
813,1671,GSI005,0,Reprovado,1,0,1,2,1,1,2,2,2,0,2,2,0,0,2,0,2,0,1,2
816,1911,GSI005,60,Aprovado,1,1,1,1,0,1,2,2,2,1,2,2,1,0,0,1,2,1,1,1
820,2410,GSI005,60,Aprovado,1,0,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1
827,1899,GSI005,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,2,0,2,1,2,1,1,1
830,1899,GSI005,19,Reprovado,1,1,1,2,1,1,2,1,0,2,2,2,2,0,2,0,2,1,1,1
831,2326,GSI005,60,Aprovado,1,0,2,2,1,2,2,1,0,2,2,2,1,1,1,1,2,1,1,1
834,2622,GSI005,22,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
837,1641,GSI005,7,Reprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2
843,2367,GSI005,42,Reprovado,1,1,2,2,1,2,2,0,1,1,2,2,1,1,1,1,2,1,1,1
846,2189,GSI005,60,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
847,1892,GSI005,51,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
848,1671,GSI005,67,Aprovado,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,2
855,1899,GSI005,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1
856,2375,GSI005,95,Aprovado,1,1,2,1,1,1,2,0,2,2,1,1,2,1,2,0,2,1,1,1
859,1892,GSI005,73,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
860,2367,GSI005,0,Reprovado,0,0,2,2,0,2,2,0,0,0,2,2,0,0,1,0,2,0,0,0
861,2622,GSI005,95,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
866,2724,GSI005,71,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
867,2332,GSI005,14,Reprovado,0,0,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,0,1,1
868,2507,GSI005,50,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
879,1671,GSI005,2,Reprovado,1,0,1,2,0,1,2,2,2,1,2,2,0,0,2,0,2,1,1,2
882,1582,GSI005,15,Reprovado,0,0,1,0,0,2,1,1,1,2,2,1,0,0,2,2,2,0,0,2
883,1582,GSI005,13,Reprovado,0,0,1,0,0,2,1,1,1,2,2,0,0,0,2,2,2,0,1,2
889,2093,GSI005,60,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
891,1963,GSI005,62,Aprovado,1,1,0,1,1,2,1,1,2,1,2,2,1,0,2,2,2,0,1,2
892,1899,GSI005,60,Aprovado,1,1,1,2,1,1,2,0,1,2,2,2,2,1,2,1,2,1,1,1
895,2738,GSI005,100,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
899,1892,GSI005,77,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
905,2622,GSI005,62,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
906,2622,GSI005,64,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
907,2600,GSI005,23,Reprovado,1,1,1,1,1,1,2,0,1,2,2,0,2,1,2,1,2,1,1,1
911,2590,GSI005,60,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
938,1981,GSI005,35,Reprovado,0,0,1,1,1,2,1,2,1,2,2,2,1,0,0,0,2,1,1,1
939,2332,GSI005,0,Reprovado,1,0,2,1,1,1,2,1,2,1,2,2,2,1,0,1,1,0,0,1
941,2418,GSI005,64,Aprovado,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,0,2,1,1,1
961,2410,GSI005,66,Aprovado,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1
986,2326,GSI005,7,Reprovado,1,0,2,2,0,2,2,1,0,2,2,2,0,1,1,1,2,0,1,1
991,2154,GSI005,76,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1002,2189,GSI005,0,Reprovado,0,0,0,0,2,2,2,0,0,2,2,2,0,1,0,2,2,0,0,1
1048,2059,GSI005,82,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1055,1641,GSI005,17,Reprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2
1077,1949,GSI005,8,Reprovado,1,1,1,0,2,2,2,1,0,1,2,1,0,0,1,1,2,1,0,1
1079,1949,GSI005,68,Aprovado,1,1,1,1,2,2,2,1,1,1,2,1,0,1,1,1,2,1,1,1
1081,1582,GSI005,75,Aprovado,1,1,1,1,1,2,1,0,1,2,2,1,1,1,2,2,2,1,1,2
1085,1582,GSI005,2,Reprovado,0,0,1,0,0,2,1,0,0,2,2,0,0,0,2,2,2,0,0,2
1113,1899,GSI005,47,Reprovado,0,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1
1115,1892,GSI005,100,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1117,2590,GSI005,64,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1118,2375,GSI005,75,Aprovado,1,1,2,0,1,1,2,0,2,2,1,0,2,0,2,0,2,1,1,1
1119,2410,GSI005,28,Reprovado,1,1,2,2,0,2,2,0,0,2,2,2,1,0,1,0,2,1,1,0
1120,2332,GSI005,71,Aprovado,1,0,2,1,1,1,2,1,2,1,2,2,2,1,0,1,1,1,1,1
1124,2093,GSI005,69,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1125,2024,GSI005,87,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1130,1899,GSI005,86,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1
1138,2326,GSI005,0,Reprovado,1,0,2,2,0,2,2,0,0,2,2,2,0,0,1,1,2,0,1,1
1143,2260,GSI005,60,Aprovado,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1
1144,2189,GSI005,73,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1146,1675,GSI005,60,Aprovado,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,0,2,1,1,2
1150,2590,GSI005,61,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1151,2326,GSI005,11,Reprovado,1,1,2,2,1,2,2,1,1,2,2,2,1,0,1,1,2,1,1,1
1155,2189,GSI005,81,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1160,2332,GSI005,0,Reprovado,0,0,2,1,1,1,2,1,2,1,2,2,2,1,0,1,1,0,0,1
1163,2724,GSI005,63,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1166,2590,GSI005,60,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1167,2658,GSI005,37,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1178,2093,GSI005,81,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1179,1996,GSI005,60,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1189,1899,GSI005,80,Aprovado,1,1,0,2,1,1,2,1,0,2,2,2,2,0,2,0,2,1,1,1
1190,2738,GSI005,70,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1193,2724,GSI005,66,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1194,1641,GSI005,24,Reprovado,1,2,0,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,2
1195,2738,GSI005,75,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1196,1899,GSI005,8,Reprovado,1,1,0,2,1,0,2,1,1,2,2,2,2,1,2,1,2,1,1,1
1203,2738,GSI005,71,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1205,2738,GSI005,88,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1209,2590,GSI005,60,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1210,2622,GSI005,96,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1211,2622,GSI005,0,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1216,2557,GSI005,60,Aprovado,1,0,2,2,1,2,1,0,0,0,2,2,1,1,0,1,2,1,1,0
1217,1671,GSI005,61,Aprovado,1,0,1,2,1,1,2,2,2,1,2,2,1,0,2,1,2,1,1,2
1219,2326,GSI005,88,Aprovado,1,1,2,2,1,2,2,1,1,2,2,2,0,1,1,1,2,1,1,1
1221,2093,GSI005,0,Reprovado,1,2,1,0,2,2,2,0,0,2,2,2,0,0,0,2,2,0,0,1
1223,2154,GSI005,0,Reprovado,1,2,1,0,2,2,2,1,0,2,2,2,0,1,0,2,2,0,0,0
1224,2059,GSI005,64,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1225,1996,GSI005,60,Aprovado,1,1,0,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1227,2093,GSI005,68,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1229,2093,GSI005,75,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1230,1996,GSI005,15,Reprovado,0,1,0,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1236,1899,GSI005,52,Reprovado,1,1,1,2,1,1,2,0,1,2,2,2,2,1,2,1,2,1,1,1
1237,1675,GSI005,0,Reprovado,1,0,0,2,0,2,0,0,0,2,2,2,2,0,0,0,2,0,0,2
1238,1961,GSI005,60,Aprovado,1,1,0,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1
1239,1911,GSI005,61,Aprovado,1,1,1,1,1,1,2,2,2,1,2,2,1,0,1,1,2,1,1,1
1241,1899,GSI005,7,Reprovado,1,1,1,2,1,1,2,1,0,2,2,2,2,0,2,1,2,1,1,1
1242,1899,GSI005,11,Reprovado,1,1,1,2,1,0,2,1,0,2,2,2,2,1,2,0,2,1,1,1
1251,2590,GSI005,31,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1252,2507,GSI005,51,Reprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1254,2367,GSI005,10,Reprovado,1,0,2,2,1,2,2,1,0,1,2,2,0,0,1,0,2,0,0,0
1255,2724,GSI005,61,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1259,2600,GSI005,14,Reprovado,1,1,1,1,0,0,2,0,1,2,2,0,2,1,2,1,2,0,0,0
1260,2557,GSI005,79,Aprovado,1,0,2,2,1,2,1,1,1,1,2,2,1,0,1,1,2,1,1,0
1262,2590,GSI005,60,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1275,2189,GSI005,75,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1282,2024,GSI005,69,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1284,2059,GSI005,61,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1285,2059,GSI005,78,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1288,1675,GSI005,0,Reprovado,0,0,0,2,0,2,0,0,0,2,2,2,2,0,0,0,2,0,0,2
1293,1582,GSI005,0,Reprovado,0,1,0,0,0,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2
1294,1582,GSI005,62,Aprovado,1,1,1,1,1,2,0,0,1,2,2,1,1,0,2,2,2,1,1,2
1295,1911,GSI005,27,Reprovado,1,1,1,1,1,1,2,2,2,1,2,2,0,0,0,0,2,1,1,1
1297,1899,GSI005,60,Aprovado,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1
1298,1671,GSI005,19,Reprovado,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,0,2,1,1,2
1303,2189,GSI005,88,Aprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1305,2059,GSI005,12,Reprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1317,2738,GSI005,78,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1319,2622,GSI005,89,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1321,2260,GSI005,74,Aprovado,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1
1322,1911,GSI005,66,Aprovado,1,1,1,1,1,1,2,2,2,0,2,2,1,1,0,1,2,1,1,1
1323,1582,GSI005,61,Aprovado,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2
1325,2154,GSI005,93,Aprovado,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1
1326,1961,GSI005,32,Reprovado,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1
1329,2622,GSI005,94,Aprovado,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1
1330,1949,GSI005,83,Aprovado,1,1,0,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1
1331,2410,GSI005,93,Aprovado,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1
1332,2485,GSI005,31,Reprovado,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1
